2_kirgizca_56.wav,kirgizca
2_kirgizca_42.wav,kirgizca
3_azerbaycan_20.wav,azerbaycan
2_azerbaycan_26.wav,azerbaycan
6_turkmence_46.wav,turkmence
6_turkmence_52.wav,turkmence
2_azerbaycan_32.wav,azerbaycan
3_azerbaycan_34.wav,azerbaycan
3_uygurca_299.wav,uygurca
3_uygurca_272.wav,uygurca
2_kirgizca_95.wav,kirgizca
1_tatarca_15.wav,tatarca
1_azerbaycan_57.wav,azerbaycan
3_kazakca_20.wav,kazakca
2_uygurca_175.wav,uygurca
2_azerbaycan_116.wav,azerbaycan
3_uygurca_514.wav,uygurca
2_tatarca_132.wav,tatarca
2_kazakca_105.wav,kazakca
3_uygurca_500.wav,uygurca
2_tatarca_126.wav,tatarca
2_kazakca_111.wav,kazakca
3_uygurca_19.wav,uygurca
1_azerbaycan_43.wav,azerbaycan
2_azerbaycan_102.wav,azerbaycan
2_uygurca_161.wav,uygurca
3_kazakca_34.wav,kazakca
2_kirgizca_81.wav,kirgizca
3_uygurca_266.wav,uygurca
2_kirgizca_105.wav,kirgizca
3_uygurca_528.wav,uygurca
2_kazakca_139.wav,kazakca
1_uygurca_6.wav,uygurca
1_tatarca_29.wav,tatarca
3_uygurca_31.wav,uygurca
2_uygurca_149.wav,uygurca
3_uygurca_25.wav,uygurca
2_kirgizca_111.wav,kirgizca
2_tatarca_77.wav,tatarca
2_tatarca_63.wav,tatarca
1_kirgizca_13.wav,kirgizca
4_ozbekce_57.wav,ozbekce
4_azerbaycan_97.wav,azerbaycan
1_kirgizca_127.wav,kirgizca
2_uygurca_3.wav,uygurca
1_kazakca_183.wav,kazakca
4_turkmence_12.wav,turkmence
1_kirgizca_133.wav,kirgizca
1_kazakca_197.wav,kazakca
4_azerbaycan_83.wav,azerbaycan
4_ozbekce_43.wav,ozbekce
2_kazakca_307.wav,kazakca
5_turkmence_58.wav,turkmence
4_azerbaycan_68.wav,azerbaycan
1_uygurca_118.wav,uygurca
